Product_ID,on_hand
8179,0
8180,0
8181,0
8182,0
8183,0
8185,0
8187,0
8188,0
8189,0
8191,0
8192,0
8194,0
8197,0
8198,0
8199,0
8200,0
8202,0
8205,0
8213,0
8214,0
8215,0
8216,0
8218,0
8219,0
8222,0
8224,0
8225,0
8228,0
8229,0
8232,0
8233,0
8235,0
8236,0
8237,0
8238,0
8240,0
8245,0
8246,0
8248,0
8251,0
8263,0
8264,0
8269,0
8270,0
8272,0
8275,0
8276,0
8278,0
8280,0
8281,0
8286,0
8287,0
8295,0
8297,0
8300,0
8303,0
8305,0
8307,0
8323,0
8326,0
8334,0
8341,0
8342,0
8347,0
8348,0
8349,0
8352,0
8361,0
8363,0
8364,0
8366,0
8370,0
8371,0
8379,0
8382,0
8391,0
8393,0
8394,0
8402,0
8404,0
8410,0
8413,0
8414,0
8417,0
8418,0
8422,0
8429,0
8437,0
8439,0
8440,0
8447,0
8449,0
8458,0
8460,0
8462,0
8463,0
8466,0
8469,0
8470,0
8471,0
8472,0
8474,0
8475,0
8476,0
8480,0
8485,0
8488,0
8494,0
8496,0
8497,0
8500,0
8506,0
8507,0
8516,0
8520,22
8523,12
8526,14
8530,9
8536,7
8537,6
8538,8
8539,3
8541,2
8543,0
8549,0
8552,0
8554,0
8556,0
8557,0
8558,0
8568,0
8570,0
8574,0
8577,0
8584,0
8589,0
8596,0
8603,0
8604,0
8606,0
8611,0
8616,0
8618,0
8620,0
8636,0
8642,0
8645,0
8646,45
8648,381
8649,23
8652,369
8653,203
8655,15
8663,132
8664,109
8672,91
8676,82
8678,71
8679,65
8681,58
8684,8
8688,21
8691,19
8693,1
8694,9
8695,25
8696,0
8697,0
8698,0
8699,0
8704,0
8705,0
8707,0
8708,0
8709,0
8710,0
8712,0
8715,0
8716,0
8718,0
8722,0
8723,0
8727,0
8728,0
8730,0
8731,0
8734,9
8738,185
8739,175
8740,222
8741,214
8742,112
8743,129
8747,10
8748,131
8749,96
8753,158
8754,92
8758,70
8766,32
8774,28
8776,1
8778,10
8780,23
8788,15
8794,3
8798,2
8799,2
8802,0
8803,0
8804,0
8805,0
8806,0
8807,0
8810,0
8811,0
8815,0
8817,0
8819,0
8820,0
8829,0
8834,0
8835,0
8836,0
8837,0
8841,0
8843,0
8844,0
8845,0
8846,0
8848,0
8849,0
8850,0
8852,0
8854,0
8855,0
8856,0
8857,0
8858,0
8859,0
8860,0
8864,0
8867,0
8868,0
8869,0
8872,0
8873,0
8874,0
8876,0
8878,0
8882,0
8883,0
8884,0
8887,0
8888,0
8897,0
8900,0
8903,0
8904,0
8905,0
8906,0
8908,0
8909,0
8919,0
8922,0
8933,0
8934,0
8935,0
8937,0
8940,0
8943,0
8944,0
8946,0
8947,0
8950,0
8954,0
8955,0
8956,0
8960,0
8961,0
8962,0
8968,0
8969,0
8972,0
8973,0
8977,0
8979,0
8980,0
8981,0
8983,0
8985,0
8986,0
8987,0
8988,0
8989,0
8990,0
8996,0
8997,0
8998,0
9002,0
9003,0
9004,0
9006,0
9007,0
9010,0
9011,0
9012,0
9015,0
9016,0
9021,0
9022,0
9024,0
9032,0
9034,0
9036,0
9040,0
9044,0
9048,0
9051,13
9052,6
9058,35
9061,0
9065,0
9068,0
9072,0
9075,0
9077,0
9082,0
9084,1
9086,1
9087,1
9088,1
9089,1
9090,1
9097,0
9098,0
9099,0
9101,0
9102,0
9103,0
9104,0
9105,0
9106,0
9108,0
9109,0
9110,0
9112,0
9113,0
9114,0
9115,0
9117,0
9118,0
9120,0
9121,0
9123,0
9125,0
9126,0
9127,0
9128,0
9129,0
9130,0
9132,0
9133,0
9134,0
9135,0
9137,0
9138,0
9139,0
9140,0
9141,0
9142,0
9143,0
9144,0
9145,0
9146,0
9147,0
9148,0
9150,0
9151,0
9155,0
9157,0
9158,0
9159,0
9160,0
9161,0
9163,0
9164,0
9165,0
9166,0
9167,0
9168,0
9169,0
9170,0
9172,0
9174,0
9180,0
9181,0
9183,0
9185,0
9187,0
9190,0
9192,0
9194,0
9197,0
9199,0
9201,0
9202,0
9203,0
9204,0
9205,0
9206,0
9207,0
9208,0
9209,0
9210,0
9211,0
9214,0
9215,0
9222,0
9229,0
9230,0
9231,0
9232,0
9235,0
9240,0
9242,0
9243,0
9249,0
9250,0
9252,0
9253,0
9254,0
9255,0
9259,0
9263,0
9265,0
9268,0
9269,0
9279,0
9280,0
9281,0
9282,0
9289,0
9293,0
9294,0
9302,0
9304,0
9305,0
9309,32
9310,16
9312,4
9313,7
9325,7
9326,2
9327,1
9335,0
9336,0
9337,0
9340,0
9341,0
9345,0
9349,0
9350,0
9353,0
9357,0
9359,0
9360,0
9364,0
9366,0
9368,0
9371,0
9374,0
9377,0
9379,0
9381,0
9387,0
9389,0
9395,0
9396,0
9397,0
9407,0
9410,0
9411,0
9412,0
9413,0
9414,0
9415,0
9416,0
9417,0
9420,0
9423,0
9425,0
9426,0
9439,0
9441,0
9446,0
9447,0
9448,0
9449,0
9450,0
9451,0
9452,0
9453,0
9456,0
9460,0
9462,0
9464,0
9467,0
9471,0
9476,0
9477,0
9482,0
9486,0
9490,0
9493,0
9494,0
9496,0
9497,0
9501,0
9503,0
9504,0
9514,0
9515,0
9516,0
9518,0
9520,0
9522,0
9523,0
9525,0
9526,0
9527,0
9528,0
9530,34
9532,11
9534,6
9538,0
9539,0
9540,0
9550,0
9551,0
9552,0
9553,0
9556,0
9558,0
9559,0
9561,0
9564,0
9565,0
9567,0
9569,0
9571,0
9575,0
9576,0
9577,7
9578,7
9580,6
9581,5
9582,2
9584,2
9587,1
9588,1
9589,0
9592,0
9594,0
9597,0
9599,0
9601,0
9602,0
9605,0
9608,0
9610,0
9612,0
9613,0
9614,0
9616,0
9617,0
9619,0
9622,0
9625,0
9626,0
9629,0
9630,0
9631,0
9632,0
9633,0
9634,0
9636,0
9638,0
9640,0
9641,0
9642,0
9645,0
9647,0
9650,0
9651,0
9652,0
9653,0
9655,0
9659,0
9660,0
9663,0
9664,0
9665,0
9666,0
9668,0
9669,0
9671,0
9675,0
9677,0
9678,0
9679,0
9681,0
9682,0
9683,0
9684,0
9685,0
9686,0
9687,0
9690,0
9691,0
9692,0
9693,0
9694,0
9695,0
9697,0
9698,0
9700,0
9701,0
9702,0
9703,0
9704,0
9705,0
9706,0
9708,0
9710,0
9712,0
9713,0
9715,0
9717,0
9718,0
9719,0
9720,0
9722,0
9725,0
9726,0
9727,0
9729,0
9730,0
9733,0
9736,6
9737,5
9739,1
9740,1
9741,0
9745,0
9746,0
9747,0
9748,0
9750,0
9754,0
9757,0
9758,0
9759,0
9763,0
9766,0
9768,0
9773,0
9776,0
9778,0
9780,0
9782,0
9787,0
9788,0
9789,0
9792,0
9795,0
9797,0
9798,0
9801,0
9803,0
9804,0
9805,0
9806,0
9807,0
9809,0
9810,0
9811,21
9812,9
9817,0
9818,0
9821,0
9825,9
9828,0
9829,0
9830,0
9832,0
9834,0
9835,0
9836,0
9837,0
9838,0
9839,0
9841,0
9846,0
9847,0
9855,0
9861,7
9862,0
9863,0
9864,0
9865,0
9869,4
9870,0
9871,30
9877,1
9881,0
9882,0
9886,0
9894,0
9897,3
9898,91
9903,16
9904,1
9909,0
9910,0
9911,0
9912,0
9913,0
9914,0
9915,0
9918,0
9919,0
9921,0
9922,0
9923,0
9924,0
9926,0
9927,0
9928,0
9929,0
9930,0
9931,0
9932,0
9934,0
9937,0
9938,0
9943,0
9947,0
9950,0
9952,0
9953,0
9954,0
9955,0
9956,0
9957,0
9959,0
9965,0
9969,0
9972,0
9973,0
9975,0
9976,0
9977,0
9980,0
9981,0
9982,26
9986,9
9992,75
9998,26
